Cenário,Classificador,Score,F1,Train,Test
AskUbuntu,SGDClassifier_L1,0.889908256880734,0.880497935902534,0.01503849029541,0.00026535987854
AskUbuntu,SGDClassifier_elasticnet,0.880733944954129,0.859178307815834,0.016391754150391,0.002060651779175
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000668525695801,0.000498533248901
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001253843307495,0.000211238861084
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001461267471313,0.000842571258545
AskUbuntu,Pipeline,0.89908256880734,0.899204892966361,0.003726720809937,0.000379323959351
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.034932136535645,0.000503540039063
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.001919269561768,0.00020432472229
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.009419679641724,0.000229835510254
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.147619724273682,0.007966279983521
AskUbuntu,MLPClassifier,0.880733944954129,0.869757467100188,16.2950084209442,0.011681079864502
AskUbuntu,PassiveAggressiveClassifier,0.944954128440367,0.939592517574169,0.030067920684815,0.012511253356934
AskUbuntu,RandomForestClassifier,0.91743119266055,0.896340295053681,2.75919818878174,0.008165836334229
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001469850540161,0.008255004882813
AskUbuntu,SGDClassifier,0.889908256880734,0.878493100511449,0.006898880004883,0.003480434417725
AskUbuntu,LinearSVC_L1,0.908256880733945,0.906073850650953,0.002174377441406,0.01521635055542
AskUbuntu,SGDClassifier_L1,0.862385321100918,0.854702118620708,0.015351057052612,0.006900072097778
AskUbuntu,SGDClassifier_elasticnet,0.862385321100918,0.856916363180385,0.028138399124146,0.00762939453125
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000741004943848,0.01490044593811
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001379251480103,0.017487287521362
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001669406890869,0.016607522964478
AskUbuntu,Pipeline,0.908256880733945,0.908033665629641,0.006594896316528,0.000429391860962
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.11359429359436,0.000554084777832
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.002017021179199,0.007795333862305
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.043985605239868,0.000312089920044
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.396497249603271,0.015007019042969
AskUbuntu,MLPClassifier,0.889908256880734,0.879371991924756,15.369841337204,0.004664897918701
AskUbuntu,PassiveAggressiveClassifier,0.935779816513761,0.924479982583958,0.008982181549072,0.000516176223755
AskUbuntu,RandomForestClassifier,0.926605504587156,0.915620818355211,2.57732725143433,0.009298086166382
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.002127647399902,0.000299453735352
AskUbuntu,SGDClassifier,0.880733944954129,0.859032328527741,0.007574081420898,0.004074811935425
AskUbuntu,LinearSVC_L1,0.889908256880734,0.889799038881608,0.004357576370239,0.00741171836853
AskUbuntu,SGDClassifier_L1,0.908256880733945,0.898183516367635,0.03242564201355,0.007089138031006
AskUbuntu,SGDClassifier_elasticnet,0.844036697247706,0.840706966192239,0.023874044418335,0.000794887542725
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000835180282593,0.03266453742981
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.006595373153687,0.01115083694458
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.003294229507446,0.004969596862793
AskUbuntu,Pipeline,0.91743119266055,0.917092091510858,0.006004571914673,0.000493288040161
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.056861639022827,0.00054407119751
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.004273176193237,0.001019954681396
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.01572322845459,0.000290393829346
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.206599950790405,0.015825271606445
AskUbuntu,MLPClassifier,0.889908256880734,0.878124627665912,14.2480428218842,0.013128280639649
AskUbuntu,PassiveAggressiveClassifier,0.926605504587156,0.915079144436943,0.009251832962036,0.000241279602051
AskUbuntu,RandomForestClassifier,0.908256880733945,0.891379750256456,2.65381836891174,0.006658554077148
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001551389694214,0.0083167552948
AskUbuntu,SGDClassifier,0.935779816513761,0.931322364779571,0.016539096832275,0.001437425613403
AskUbuntu,LinearSVC_L1,0.871559633027523,0.87065060321941,0.002279758453369,0.004676342010498
AskUbuntu,SGDClassifier_L1,0.926605504587156,0.916120576671035,0.028255939483643,0.003536939620972
AskUbuntu,SGDClassifier_elasticnet,0.889908256880734,0.880711094862157,0.017793416976929,0.000288248062134
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000798225402832,0.025568962097168
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001270294189453,0.001190662384033
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001633882522583,0.006096363067627
AskUbuntu,Pipeline,0.89908256880734,0.899204892966361,0.007075786590576,0.001849889755249
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.084317922592163,0.000566005706787
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.001815795898438,0.007404327392578
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.064212560653687,0.000771522521973
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.149882793426514,0.017125844955444
AskUbuntu,MLPClassifier,0.844036697247706,0.836448363053868,15.249636888504,0.001158952713013
AskUbuntu,PassiveAggressiveClassifier,0.91743119266055,0.912844036697248,0.011865139007568,0.000293493270874
AskUbuntu,RandomForestClassifier,0.89908256880734,0.879237272890808,2.38122510910034,0.006083726882935
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001521110534668,0.003769397735596
AskUbuntu,SGDClassifier,0.89908256880734,0.888942255801403,0.006751298904419,0.000214576721191
AskUbuntu,LinearSVC_L1,0.853211009174312,0.852289219148183,0.002116680145264,0.000195503234863
AskUbuntu,SGDClassifier_L1,0.89908256880734,0.878871950518498,0.015000343322754,0.000388145446777
AskUbuntu,SGDClassifier_elasticnet,0.89908256880734,0.877938209955397,0.017144203186035,0.002665281295776
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000707149505615,0.000498533248901
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001173973083496,0.00019097328186
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001533031463623,0.005100727081299
AskUbuntu,Pipeline,0.908256880733945,0.908033665629641,0.004292488098145,0.000396966934204
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.039866209030151,0.000524044036865
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.00182580947876,0.000257968902588
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.007988452911377,0.000206470489502
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.084003686904907,0.007411241531372
AskUbuntu,MLPClassifier,0.880733944954129,0.869209485723247,7.91979312896729,0.008539199829102
AskUbuntu,PassiveAggressiveClassifier,0.926605504587156,0.922369360597209,0.011664628982544,0.003865480422974
AskUbuntu,RandomForestClassifier,0.89908256880734,0.882857126235507,2.35279989242554,0.007851839065552
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001500844955444,0.000247478485107
AskUbuntu,SGDClassifier,0.908256880733945,0.906603720017197,0.007021427154541,0.000263214111328
AskUbuntu,LinearSVC_L1,0.89908256880734,0.896548032520263,0.002194166183472,0.000546932220459
AskUbuntu,SGDClassifier_L1,0.89908256880734,0.889405419767564,0.016252756118775,0.005404710769653
AskUbuntu,SGDClassifier_elasticnet,0.871559633027523,0.862198851346312,0.017175912857056,0.000585794448853
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000684976577759,0.000515699386597
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001303434371948,0.000205039978027
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001531600952148,0.003943681716919
AskUbuntu,Pipeline,0.89908256880734,0.899204892966361,0.004008054733276,0.000385999679565
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.042430639266968,0.000545501708984
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.004563093185425,0.013246536254883
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.009312391281128,0.000244379043579
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.092706680297852,0.009618759155273
AskUbuntu,MLPClassifier,0.871559633027523,0.860984170543212,10.5320053100586,0.001530170440674
AskUbuntu,PassiveAggressiveClassifier,0.935779816513761,0.931322364779571,0.009716749191284,0.000231742858887
AskUbuntu,RandomForestClassifier,0.91743119266055,0.908463931583198,2.35252952575684,0.006549119949341
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001458644866943,0.000248670578003
AskUbuntu,SGDClassifier,0.89908256880734,0.877008405863097,0.006775856018066,0.000235319137573
AskUbuntu,LinearSVC_L1,0.889908256880734,0.889799038881608,0.002598524093628,0.000232219696045
AskUbuntu,SGDClassifier_L1,0.862385321100918,0.856668377800886,0.014650344848633,0.006032228469849
AskUbuntu,SGDClassifier_elasticnet,0.871559633027523,0.863728438140043,0.017467975616455,0.000269651412964
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000692844390869,0.000503778457642
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001195907592773,0.000270366668701
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001657724380493,0.001274585723877
AskUbuntu,Pipeline,0.908256880733945,0.908033665629641,0.00410532951355,0.000395536422729
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.041466236114502,0.000508069992065
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.001919031143188,0.000263452529907
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.030111789703369,0.003246068954468
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.109760761260986,0.007647752761841
AskUbuntu,MLPClassifier,0.880733944954129,0.86930775646372,11.3447670936584,0.004103899002075
AskUbuntu,PassiveAggressiveClassifier,0.926605504587156,0.917312045752413,0.009371757507324,0.001646280288696
AskUbuntu,RandomForestClassifier,0.908256880733945,0.898331148973351,2.33425951004028,0.005826473236084
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001455783843994,0.000267028808594
AskUbuntu,SGDClassifier,0.862385321100918,0.853480108344981,0.007079124450684,0.000267505645752
AskUbuntu,LinearSVC_L1,0.880733944954129,0.877726832395677,0.002009391784668,0.002183198928833
AskUbuntu,SGDClassifier_L1,0.935779816513761,0.924891492575808,0.014772415161133,0.006303548812866
AskUbuntu,SGDClassifier_elasticnet,0.871559633027523,0.864718668791546,0.016258716583252,0.00410795211792
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000723123550415,0.000531435012817
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001233100891113,0.000323534011841
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001523971557617,0.000724792480469
AskUbuntu,Pipeline,0.908256880733945,0.907904188011028,0.004012107849121,0.000397920608521
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.051470756530762,0.000514984130859
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.001909255981445,0.005184412002563
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.010619401931763,0.000311613082886
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.094634532928467,0.009950160980225
AskUbuntu,MLPClassifier,0.880733944954129,0.869893363180072,7.89003586769104,0.006833791732788
AskUbuntu,PassiveAggressiveClassifier,0.926605504587156,0.922369360597209,0.009016752243042,0.000228881835938
AskUbuntu,RandomForestClassifier,0.908256880733945,0.899845451624138,2.36211848258972,0.008264064788818
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001599311828613,0.000236034393311
AskUbuntu,SGDClassifier,0.853211009174312,0.845000832816987,0.006548166275024,0.000210523605347
AskUbuntu,LinearSVC_L1,0.89908256880734,0.896548032520263,0.001939058303833,0.000245094299316
AskUbuntu,SGDClassifier_L1,0.91743119266055,0.905867658451563,0.015584945678711,0.001800298690796
AskUbuntu,SGDClassifier_elasticnet,0.908256880733945,0.910027762861746,0.016566514968872,0.000308990478516
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000662088394165,0.000471830368042
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001183271408081,0.001180648803711
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001694679260254,0.003866672515869
AskUbuntu,Pipeline,0.91743119266055,0.917092091510858,0.00383186340332,0.000384092330933
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.041971683502197,0.000538110733032
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.001993179321289,0.000739097595215
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.009012460708618,0.000212907791138
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.082937240600586,0.007767200469971
AskUbuntu,MLPClassifier,0.880733944954129,0.868971454073108,9.84789752960205,0.001161336898804
AskUbuntu,PassiveAggressiveClassifier,0.926605504587156,0.922369360597209,0.012364387512207,0.000314474105835
AskUbuntu,RandomForestClassifier,0.908256880733945,0.886989737354499,2.32752799987793,0.006449699401855
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001465082168579,0.000226259231567
AskUbuntu,SGDClassifier,0.889908256880734,0.879268930186361,0.006697177886963,0.000346899032593
AskUbuntu,LinearSVC_L1,0.889908256880734,0.889799038881608,0.002185106277466,0.000214338302612
AskUbuntu,SGDClassifier_L1,0.91743119266055,0.906270260656029,0.013922929763794,0.009444236755371
AskUbuntu,SGDClassifier_elasticnet,0.880733944954129,0.871297262257144,0.015681028366089,0.000235557556152
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.00068473815918,0.003020286560059
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001443147659302,0.000202655792236
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001690626144409,0.001662969589233
AskUbuntu,Pipeline,0.908256880733945,0.908033665629641,0.003720998764038,0.000386238098145
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.039469003677368,0.000505208969116
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.001869916915894,0.000218868255615
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.007647752761841,0.000202417373657
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.085726976394653,0.007339477539063
AskUbuntu,MLPClassifier,0.880733944954129,0.869209485723247,7.84302139282227,0.003453969955444
AskUbuntu,PassiveAggressiveClassifier,0.926605504587156,0.921783449306385,0.015795946121216,0.000263690948486
AskUbuntu,RandomForestClassifier,0.91743119266055,0.908463931583198,2.52870798110962,0.006116628646851
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.002536058425903,0.000386476516724
AskUbuntu,SGDClassifier,0.862385321100918,0.85366971950177,0.007175445556641,0.007259845733643
AskUbuntu,LinearSVC_L1,0.889908256880734,0.887869520897044,0.002296924591064,0.000258207321167
AskUbuntu,SGDClassifier_L1,0.926605504587156,0.915526978401596,0.017193078994751,0.000729322433472
AskUbuntu,SGDClassifier_elasticnet,0.871559633027523,0.861608693814003,0.02784538269043,0.002438068389893
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000835657119751,0.003690958023071
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001334190368652,0.000235319137573
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001627445220947,0.017742156982422
AskUbuntu,Pipeline,0.89908256880734,0.899204892966361,0.004489898681641,0.000538110733032
AskUbuntu,KMeans,0.119266055045872,0.025417355993383,0.113037586212158,0.000517129898071
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.002143383026123,0.002830743789673
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.014643430709839,0.00025749206543
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.163131237030029,0.016568183898926
AskUbuntu,MLPClassifier,0.89908256880734,0.887603256410596,16.8334345817566,0.010412693023682
AskUbuntu,PassiveAggressiveClassifier,0.954128440366972,0.95208069714515,0.009352445602417,0.000287532806396
AskUbuntu,RandomForestClassifier,0.91743119266055,0.896340295053681,2.59116077423096,0.008259534835815
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001460075378418,0.000207662582397
AskUbuntu,SGDClassifier,0.89908256880734,0.897362960545857,0.007241010665894,0.001143217086792
AskUbuntu,LinearSVC_L1,0.889908256880734,0.887869520897044,0.002439975738525,0.004628419876099
AskUbuntu,SGDClassifier_L1,0.89908256880734,0.889553285122525,0.015761375427246,0.000898838043213
AskUbuntu,SGDClassifier_elasticnet,0.880733944954129,0.871413308812408,0.016724586486816,0.000257015228271
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000690221786499,0.000497817993164
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001289367675781,0.001763820648193
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.00174355506897,0.003807306289673
AskUbuntu,Pipeline,0.908256880733945,0.908033665629641,0.004390001296997,0.000537157058716
AskUbuntu,KMeans,0.339449541284404,0.172049767500314,0.0539231300354,0.000541210174561
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.002029895782471,0.003695249557495
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.024995565414429,0.026019811630249
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.169344902038574,0.00830864906311
AskUbuntu,MLPClassifier,0.889908256880734,0.878124627665912,17.0908343791962,0.002977848052979
AskUbuntu,PassiveAggressiveClassifier,0.935779816513761,0.931322364779571,0.013435125350952,0.007076501846313
AskUbuntu,RandomForestClassifier,0.908256880733945,0.891379750256456,2.53460597991943,0.005841016769409
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001550674438477,0.000252723693848
AskUbuntu,SGDClassifier,0.862385321100918,0.853264621255019,0.006797313690186,0.000298976898193
AskUbuntu,LinearSVC_L1,0.89908256880734,0.896548032520263,0.002246379852295,0.000373840332031
AskUbuntu,SGDClassifier_L1,0.908256880733945,0.898269472926785,0.01460599899292,0.000786781311035
AskUbuntu,SGDClassifier_elasticnet,0.889908256880734,0.879673731206513,0.018375158309937,0.000306367874146
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000838279724121,0.005263328552246
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001321315765381,0.001916885375977
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001795291900635,0.000837087631226
AskUbuntu,Pipeline,0.908256880733945,0.908033665629641,0.004455089569092,0.000451803207397
AskUbuntu,KMeans,0.119266055045872,0.046983597442313,0.05552887916565,0.000519990921021
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.001916646957397,0.00495982170105
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.044527292251587,0.0002760887146
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.194486141204834,0.015388488769531
AskUbuntu,MLPClassifier,0.880733944954129,0.869893363180072,11.3360440731049,0.003470420837402
AskUbuntu,PassiveAggressiveClassifier,0.926605504587156,0.921771732432916,0.011861085891724,0.000273466110229
AskUbuntu,RandomForestClassifier,0.91743119266055,0.908463931583198,2.36297655105591,0.00606894493103
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001438140869141,0.00023627281189
AskUbuntu,SGDClassifier,0.844036697247706,0.838385986881592,0.006508588790894,0.000213623046875
AskUbuntu,LinearSVC_L1,0.889908256880734,0.887220416004166,0.00220513343811,0.000218868255615
AskUbuntu,SGDClassifier_L1,0.91743119266055,0.906803947153018,0.015045881271362,0.005386829376221
AskUbuntu,SGDClassifier_elasticnet,0.91743119266055,0.90699679451752,0.015902996063233,0.00026535987854
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000679492950439,0.000485897064209
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001358270645142,0.00236701965332
AskUbuntu,BernoulliNB,0.91743119266055,0.906602062565365,0.001711130142212,0.0038743019104
AskUbuntu,Pipeline,0.89908256880734,0.899204892966361,0.005914926528931,0.000408411026001
AskUbuntu,KMeans,0.119266055045872,0.025417355993383,0.039384603500366,0.000512599945068
AskUbuntu,LogisticRegression,0.91743119266055,0.908359041570051,0.002034664154053,0.000271558761597
AskUbuntu,RidgeClassifier,0.926605504587156,0.922369360597209,0.010099411010742,0.000262260437012
AskUbuntu,KNeighborsClassifier,0.779816513761468,0.784385466724916,0.087481021881104,0.007343053817749
AskUbuntu,MLPClassifier,0.880733944954129,0.868971454073108,7.72460746765137,0.001156806945801
AskUbuntu,PassiveAggressiveClassifier,0.91743119266055,0.912427022518766,0.014487028121948,0.001889228820801
AskUbuntu,RandomForestClassifier,0.91743119266055,0.908463931583198,2.34977793693542,0.007046937942505
AskUbuntu,LinearSVC,0.935779816513761,0.931322364779571,0.001550674438477,0.000274896621704
AskUbuntu,SGDClassifier,0.89908256880734,0.888813916017231,0.006975173950195,0.000547170639038
AskUbuntu,LinearSVC_L1,0.880733944954129,0.878214668843336,0.002182483673096,0.000203132629395
AskUbuntu,SGDClassifier_L1,0.871559633027523,0.861300187432179,0.014995098114014,0.000552415847778
AskUbuntu,SGDClassifier_elasticnet,0.908256880733945,0.896615763729768,0.016531467437744,0.001726388931274
AskUbuntu,NearestCentroid,0.926605504587156,0.915526978401596,0.000795602798462,0.000498056411743
AskUbuntu,MultinomialNB,0.889908256880734,0.878124627665912,0.001345157623291,0.000452518463135
